_MEMBER_GenesID,_LogP_GenesID,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.990737013717552,GO:0007599,M1,1,0,GO Biological Processes,19,hemostasis,19_GO:0065007 biological regulation,-5.990737013717552,5.941640740134273,7.082041029448104,30238,197,310,12,3.870967741935484,1.0956105720533087,285|953|1608|2152|3705|5156|5327|5627|8323|10461|64805|196527,ANGPT2|ENTPD1|DGKG|F3|ITPK1|PDGFRA|PLAT|PROS1|FZD6|MERTK|P2RY12|ANO6,-3.6317320360354324,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-5.7346135985252475,GO:0061041,M1,1,0,GO Biological Processes,19,regulation of wound healing,19_GO:0050896 response to stimulus,-5.7346135985252475,7.017405430494314,7.236890301853507,30238,139,310,10,3.225806451612903,1.0035016400617018,285|1906|2152|3688|4088|5156|5327|5627|135228|196527,ANGPT2|EDN1|F3|ITGB1|SMAD3|PDGFRA|PLAT|PROS1|CD109|ANO6,-3.438660366590217,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-5.576604403608281,GO:1903034,M1,1,0,GO Biological Processes,19,regulation of response to wounding,19_GO:0050896 response to stimulus,-5.576604403608281,5.994197152640115,6.820501099528482,30238,179,310,11,3.5483870967741935,1.0507257993634467,285|1906|2152|3688|4088|5156|5327|5627|89790|135228|196527,ANGPT2|EDN1|F3|ITGB1|SMAD3|PDGFRA|PLAT|PROS1|SIGLEC10|CD109|ANO6,-3.3252333043259905,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-5.136180218735824,GO:1903035,M1,1,0,GO Biological Processes,19,negative regulation of response to wounding,19_GO:0048519 negative regulation of biological process,-5.136180218735824,8.044695710009977,7.072624917820682,30238,97,310,8,2.5806451612903225,0.9005460470406026,285|1906|4088|5156|5327|5627|89790|135228,ANGPT2|EDN1|SMAD3|PDGFRA|PLAT|PROS1|SIGLEC10|CD109,-3.004246296179302,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-5.115067710526543,GO:0030193,M1,1,0,GO Biological Processes,19,regulation of blood coagulation,19_GO:0032501 multicellular organismal process,-5.115067710526543,9.754193548387098,7.46282493407464,30238,70,310,7,2.2580645161290325,0.8437772146223276,285|1906|2152|5156|5327|5627|196527,ANGPT2|EDN1|F3|PDGFRA|PLAT|PROS1|ANO6,-2.9912754440187617,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-5.033163408047535,GO:1900046,M1,1,0,GO Biological Processes,19,regulation of hemostasis,19_GO:0050789 regulation of biological process,-5.033163408047535,9.483243727598568,7.3346716868553745,30238,72,310,7,2.2580645161290325,0.8437772146223276,285|1906|2152|5156|5327|5627|196527,ANGPT2|EDN1|F3|PDGFRA|PLAT|PROS1|ANO6,-2.919773901939521,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-4.993180358976794,GO:0061045,M1,1,0,GO Biological Processes,19,negative regulation of wound healing,19_GO:0048519 negative regulation of biological process,-4.993180358976794,9.353336279275299,7.272455619362577,30238,73,310,7,2.2580645161290325,0.8437772146223276,285|1906|4088|5156|5327|5627|135228,ANGPT2|EDN1|SMAD3|PDGFRA|PLAT|PROS1|CD109,-2.8874325951626547,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-4.876891282092561,GO:0050818,M1,1,0,GO Biological Processes,19,regulation of coagulation,19_GO:0032501 multicellular organismal process,-4.876891282092561,8.984125636672326,7.092762861152391,30238,76,310,7,2.2580645161290325,0.8437772146223276,285|1906|2152|5156|5327|5627|196527,ANGPT2|EDN1|F3|PDGFRA|PLAT|PROS1|ANO6,-2.7884681023507665,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-4.417464206613119,GO:0032835,M1,1,0,GO Biological Processes,19,glomerulus development,19_GO:0032502 developmental process,-4.417464206613119,9.594288736118456,6.838300409519775,30238,61,310,6,1.935483870967742,0.7824739288287934,285|1906|1910|5156|5420|25937,ANGPT2|EDN1|EDNRB|PDGFRA|PODXL|WWTR1,-2.4582050384663,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.9859262155604056,GO:0072006,M1,1,0,GO Biological Processes,19,nephron development,19_GO:0032502 developmental process,-3.9859262155604056,5.573824884792627,5.520597459340643,30238,140,310,8,2.5806451612903225,0.9005460470406026,285|1906|1910|5156|5420|6662|25937|30812,ANGPT2|EDN1|EDNRB|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-2.1317883803159043,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.8832385413840145,GO:0030195,M1,1,0,GO Biological Processes,19,negative regulation of blood coagulation,19_GO:0048519 negative regulation of biological process,-3.8832385413840145,10.160618279569892,6.464354995172301,30238,48,310,5,1.6129032258064515,0.7154715696541107,285|1906|5156|5327|5627,ANGPT2|EDN1|PDGFRA|PLAT|PROS1,-2.063100414366363,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.840126275602616,GO:1900047,M1,1,0,GO Biological Processes,19,negative regulation of hemostasis,19_GO:0048519 negative regulation of biological process,-3.840126275602616,9.953258722843977,6.383607261841733,30238,49,310,5,1.6129032258064515,0.7154715696541107,285|1906|5156|5327|5627,ANGPT2|EDN1|PDGFRA|PLAT|PROS1,-2.036669159954202,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.716539199343036,GO:0050819,M1,1,0,GO Biological Processes,19,negative regulation of coagulation,19_GO:0048519 negative regulation of biological process,-3.716539199343036,9.379032258064516,6.154660472026938,30238,52,310,5,1.6129032258064515,0.7154715696541107,285|1906|5156|5327|5627,ANGPT2|EDN1|PDGFRA|PLAT|PROS1,-1.951604338827141,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.4550537145442335,GO:0001822,M1,1,0,GO Biological Processes,19,kidney development,19_GO:0032502 developmental process,-3.4550537145442335,3.5064094454986297,4.484935615161585,30238,306,310,11,3.5483870967741935,1.0507257993634467,183|285|639|1906|1910|4088|5156|5420|6662|25937|30812,AGT|ANGPT2|PRDM1|EDN1|EDNRB|SMAD3|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-1.7526660824717641,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.326445731884351,GO:0072001,M1,1,0,GO Biological Processes,19,renal system development,19_GO:0032502 developmental process,-3.326445731884351,3.384735931616974,4.3440340799584165,30238,317,310,11,3.5483870967741935,1.0507257993634467,183|285|639|1906|1910|4088|5156|5420|6662|25937|30812,AGT|ANGPT2|PRDM1|EDN1|EDNRB|SMAD3|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-1.6460349991665322,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-3.1849572170800435,GO:0030168,M1,1,0,GO Biological Processes,19,platelet activation,19_GO:0032501 multicellular organismal process,-3.1849572170800435,5.737760910815939,4.877999730806478,30238,102,310,6,1.935483870967742,0.7824739288287934,953|1608|5156|8323|10461|64805,ENTPD1|DGKG|PDGFRA|FZD6|MERTK|P2RY12,-1.5400373950916877,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-2.847024213138854,GO:0072012,M1,1,0,GO Biological Processes,19,glomerulus vasculature development,19_GO:0032502 developmental process,-2.847024213138854,13.301173020527859,5.874227077354297,30238,22,310,3,0.967741935483871,0.5560159811311212,285|1906|5156,ANGPT2|EDN1|PDGFRA,-1.2824491864055767,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-2.734910159278547,GO:0061437,M1,1,0,GO Biological Processes,19,renal system vasculature development,19_GO:0032502 developmental process,-2.734910159278547,12.192741935483872,5.582765015290434,30238,24,310,3,0.967741935483871,0.5560159811311212,285|1906|5156,ANGPT2|EDN1|PDGFRA,-1.1989155613442317,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-2.734910159278547,GO:0061440,M1,1,0,GO Biological Processes,19,kidney vasculature development,19_GO:0032502 developmental process,-2.734910159278547,12.192741935483872,5.582765015290434,30238,24,310,3,0.967741935483871,0.5560159811311212,285|1906|5156,ANGPT2|EDN1|PDGFRA,-1.1989155613442317,0,10,0,0,-10.141169706615926,13.301173020527859,
1,-9.72097860840477,GO:0071345,M1,1,0,GO Biological Processes,19,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-9.72097860840477,3.847073791348601,8.231215080167734,30238,786,310,31,10.0,1.7038855027411945,678|837|972|1380|1436|1906|2152|2840|3059|3429|3455|3560|3597|3953|3965|3987|4599|4939|5243|6662|7037|7099|7133|8809|10859|51176|79602|81704|87178|115361|140609,ZFP36L2|CASP4|CD74|CR2|CSF1R|EDN1|F3|GPR17|HCLS1|IFI27|IFNAR2|IL2RB|IL13RA1|LEPR|LGALS9|LIMS1|MX1|OAS2|ABCB1|SOX9|TFRC|TLR4|TNFRSF1B|IL18R1|LILRB1|LEF1|ADIPOR2|DOCK8|PNPT1|GBP4|NEK7,-6.759913639394689,0,11,1,1,-9.72097860840477,8.18533724340176,
1,-8.010910923398027,GO:0140375,M1,1,0,GO Molecular Functions,21,immune receptor activity,,-8.010910923398027,8.076720772549825,9.047885595031683,30238,157,310,13,4.193548387096774,1.1384326954403576,972|1380|2152|2840|3117|3122|3455|3560|3597|3822|3953|8809|10859,CD74|CR2|F3|GPR17|HLA-DQA1|HLA-DRA|IFNAR2|IL2RB|IL13RA1|KLRC2|LEPR|IL18R1|LILRB1,-5.2610178416170585,0,11,0,0,-9.72097860840477,8.18533724340176,
1,-7.6524515376392745,GO:0019221,M1,1,0,GO Biological Processes,19,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-7.6524515376392745,4.56870892196117,7.558717967359709,30238,427,310,20,6.451612903225806,1.3953124072309455,837|972|1380|1436|2152|2840|3059|3429|3455|3560|3597|3953|3987|4599|4939|7133|8809|10859|79602|140609,CASP4|CD74|CR2|CSF1R|F3|GPR17|HCLS1|IFI27|IFNAR2|IL2RB|IL13RA1|LEPR|LIMS1|MX1|OAS2|TNFRSF1B|IL18R1|LILRB1|ADIPOR2|NEK7,-5.0101453312536055,0,11,0,0,-9.72097860840477,8.18533724340176,
1,-7.504535177076863,GO:0019955,M1,1,0,GO Molecular Functions,21,cytokine binding,,-7.504535177076863,8.18533724340176,8.765553619962372,30238,143,310,12,3.870967741935484,1.0956105720533087,2|972|1436|3455|3560|3597|3685|3688|3953|7133|8809|57045,A2M|CD74|CSF1R|IFNAR2|IL2RB|IL13RA1|ITGAV|ITGB1|LEPR|TNFRSF1B|IL18R1|TWSG1,-4.8956527261781435,0,11,0,0,-9.72097860840477,8.18533724340176,
1,-5.136180218735824,GO:0004896,M1,1,0,GO Molecular Functions,21,cytokine receptor activity,,-5.136180218735824,8.044695710009977,7.072624917820682,30238,97,310,8,2.5806451612903225,0.9005460470406026,972|2152|2840|3455|3560|3597|3953|8809,CD74|F3|GPR17|IFNAR2|IL2RB|IL13RA1|LEPR|IL18R1,-3.004246296179302,0,11,0,0,-9.72097860840477,8.18533724340176,
1,-8.77358267165902,GO:0019838,M1,1,0,GO Molecular Functions,21,growth factor binding,,-8.77358267165902,9.323861480075902,9.901659146090859,30238,136,310,13,4.193548387096774,1.1384326954403576,2|1436|2065|2321|3486|3560|3655|3685|3791|5156|5654|53834|57045,A2M|CSF1R|ERBB3|FLT1|IGFBP3|IL2RB|ITGA6|ITGAV|KDR|PDGFRA|HTRA1|FGFRL1|TWSG1,-5.909427715656994,0,12,1,1,-8.77358267165902,41.8036866359447,
1,-7.3838424012366675,GO:0007167,M1,1,0,GO Biological Processes,19,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-7.3838424012366675,3.607320099255583,6.977697590824724,30238,676,310,25,8.064516129032258,1.546499890499672,285|1003|1317|1436|2065|2321|3397|3416|3791|4088|5156|5166|5327|5791|6662|9261|10461|25805|25937|51176|53834|57045|64651|161198|440097,ANGPT2|CDH5|SLC31A1|CSF1R|ERBB3|FLT1|ID1|IDE|KDR|SMAD3|PDGFRA|PDK4|PLAT|PTPRE|SOX9|MAPKAPK2|MERTK|BAMBI|WWTR1|LEF1|FGFRL1|TWSG1|CSRNP1|CLEC14A|DBX2,-4.805994184077917,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-5.551807940852045,GO:0051897,M1,1,0,GO Biological Processes,19,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0048518 positive regulation of biological process,-5.551807940852045,5.39402408205738,6.611364047332946,30238,217,310,12,3.870967741935484,1.0956105720533087,183|1436|2065|2321|3059|3688|3791|4734|5156|5627|10461|64805,AGT|CSF1R|ERBB3|FLT1|HCLS1|ITGB1|KDR|NEDD4|PDGFRA|PROS1|MERTK|P2RY12,-3.3074417431384138,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-5.3292004381540385,GO:0051896,M1,1,0,GO Biological Processes,19,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0050896 response to stimulus,-5.3292004381540385,4.39095529509387,6.117613227883179,30238,311,310,14,4.516129032258065,1.1794168621847891,183|1436|2065|2321|3059|3688|3791|4734|5156|5627|9368|10461|64805|113791,AGT|CSF1R|ERBB3|FLT1|HCLS1|ITGB1|KDR|NEDD4|PDGFRA|PROS1|NHERF1|MERTK|P2RY12|PIK3IP1,-3.1309390276864457,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-5.278745758895737,GO:0007169,M1,1,0,GO Biological Processes,19,cell surface receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-5.278745758895737,3.6605141351563053,5.806670982188774,30238,453,310,17,5.483870967741935,1.2930512251701534,285|1317|1436|2065|2321|3416|3791|5156|5166|5327|6662|9261|10461|53834|64651|161198|440097,ANGPT2|SLC31A1|CSF1R|ERBB3|FLT1|IDE|KDR|PDGFRA|PDK4|PLAT|SOX9|MAPKAPK2|MERTK|FGFRL1|CSRNP1|CLEC14A|DBX2,-3.1018224039584865,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-4.440947292308266,GO:0005021,M1,1,0,GO Molecular Functions,21,vascular endothelial growth factor receptor activity,,-4.440947292308266,41.8036866359447,10.988376115893514,30238,7,310,3,0.967741935483871,0.5560159811311212,2321|3791|5156,FLT1|KDR|PDGFRA,-2.4725529390916394,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-4.417464206613119,GO:0004714,M1,1,0,GO Molecular Functions,21,transmembrane receptor protein tyrosine kinase activity,,-4.417464206613119,9.594288736118456,6.838300409519775,30238,61,310,6,1.935483870967742,0.7824739288287934,1436|2321|3791|5156|10461|53834,CSF1R|FLT1|KDR|PDGFRA|MERTK|FGFRL1,-2.4582050384663,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-3.7849374547020247,GO:0019199,M1,1,0,GO Molecular Functions,21,transmembrane receptor protein kinase activity,,-3.7849374547020247,7.408248264597795,5.804378902375736,30238,79,310,6,1.935483870967742,0.7824739288287934,1436|2321|3791|5156|10461|53834,CSF1R|FLT1|KDR|PDGFRA|MERTK|FGFRL1,-2.0029803729734676,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-3.1384244493835105,GO:0016773,M1,1,0,GO Molecular Functions,21,"phosphotransferase activity, alcohol group as acceptor",,-3.1384244493835105,2.438548387096774,3.861470822773621,30238,680,310,17,5.483870967741935,1.2930512251701534,1436|1608|2065|2321|3705|3791|5156|5166|5255|5583|9261|10461|53834|55300|55589|140609|150094,CSF1R|DGKG|ERBB3|FLT1|ITPK1|KDR|PDGFRA|PDK4|PHKA1|PRKCH|MAPKAPK2|MERTK|FGFRL1|PI4K2B|BMP2K|NEK7|SIK1,-1.5012987555016217,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.847024213138854,GO:0038084,M1,1,0,GO Biological Processes,19,vascular endothelial growth factor signaling pathway,19_GO:0050896 response to stimulus,-2.847024213138854,13.301173020527859,5.874227077354297,30238,22,310,3,0.967741935483871,0.5560159811311212,2321|3791|5156,FLT1|KDR|PDGFRA,-1.2824491864055767,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.824285492758472,GO:0150063,M1,1,0,GO Biological Processes,19,visual system development,19_GO:0032502 developmental process,-2.824285492758472,2.7737043265555728,3.7344281689636545,30238,422,310,12,3.870967741935484,1.0956105720533087,639|718|2321|3791|4088|4124|5156|6662|10461|30812|57045|64805,PRDM1|C3|FLT1|KDR|SMAD3|MAN2A1|PDGFRA|SOX9|MERTK|SOX8|TWSG1|P2RY12,-1.2633265941769352,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.8130705522127144,GO:0016301,M1,1,0,GO Molecular Functions,21,kinase activity,,-2.8130705522127144,2.2746404708172925,3.545565973079322,30238,729,310,17,5.483870967741935,1.2930512251701534,1436|1608|2065|2321|3705|3791|5156|5166|5255|5583|9261|10461|53834|55300|55589|140609|150094,CSF1R|DGKG|ERBB3|FLT1|ITPK1|KDR|PDGFRA|PDK4|PHKA1|PRKCH|MAPKAPK2|MERTK|FGFRL1|PI4K2B|BMP2K|NEK7|SIK1,-1.254983032566284,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.7647305420168644,GO:0048880,M1,1,0,GO Biological Processes,19,sensory system development,19_GO:0032502 developmental process,-2.7647305420168644,2.7284457478005866,3.6696280294682886,30238,429,310,12,3.870967741935484,1.0956105720533087,639|718|2321|3791|4088|4124|5156|6662|10461|30812|57045|64805,PRDM1|C3|FLT1|KDR|SMAD3|MAN2A1|PDGFRA|SOX9|MERTK|SOX8|TWSG1|P2RY12,-1.2172623455423979,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.7640544860594525,GO:0035924,M1,1,0,GO Biological Processes,19,cellular response to vascular endothelial growth factor stimulus,19_GO:0050896 response to stimulus,-2.7640544860594525,7.803354838709677,4.9000702189079135,30238,50,310,4,1.2903225806451613,0.6409854452134326,2321|3791|5156|9261,FLT1|KDR|PDGFRA|MAPKAPK2,-1.2172623455423979,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.7320595306580384,GO:0018108,M1,1,0,GO Biological Processes,19,peptidyl-tyrosine phosphorylation,19_GO:0009987 cellular process,-2.7320595306580384,7.650347881087919,4.837609671881669,30238,51,310,4,1.2903225806451613,0.6409854452134326,1436|2321|3791|5156,CSF1R|FLT1|KDR|PDGFRA,-1.1983183480052038,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.70077357198381,GO:0018212,M1,1,0,GO Biological Processes,19,peptidyl-tyrosine modification,19_GO:0009987 cellular process,-2.70077357198381,7.5032258064516135,4.776822141138135,30238,52,310,4,1.2903225806451613,0.6409854452134326,1436|2321|3791|5156,CSF1R|FLT1|KDR|PDGFRA,-1.1704016419308223,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.6487764924711383,GO:0016310,M1,1,0,GO Biological Processes,19,phosphorylation,19_GO:0009987 cellular process,-2.6487764924711383,2.7869124423963134,3.591294301662663,30238,385,310,11,3.5483870967741935,1.0507257993634467,1436|1608|2078|2321|3486|3791|5156|5583|10461|140609|150094,CSF1R|DGKG|ERG|FLT1|IGFBP3|KDR|PDGFRA|PRKCH|MERTK|NEK7|SIK1,-1.1275004585338613,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.6272413115707316,GO:0060541,M1,1,0,GO Biological Processes,19,respiratory system development,19_GO:0032502 developmental process,-2.6272413115707316,3.4681577060931903,3.781993780160538,30238,225,310,8,2.5806451612903225,0.9005460470406026,2034|3397|3791|4124|5156|6662|51176|53834,EPAS1|ID1|KDR|MAN2A1|PDGFRA|SOX9|LEF1|FGFRL1,-1.1146249973843636,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.6023252819244522,GO:0004672,M1,1,0,GO Molecular Functions,21,protein kinase activity,,-2.6023252819244522,2.3915710976780975,3.4166302968853075,30238,571,310,14,4.516129032258065,1.1794168621847891,1436|2065|2321|3791|5156|5166|5255|5583|9261|10461|53834|55589|140609|150094,CSF1R|ERBB3|FLT1|KDR|PDGFRA|PDK4|PHKA1|PRKCH|MAPKAPK2|MERTK|FGFRL1|BMP2K|NEK7|SIK1,-1.094075684607356,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.5351521563616086,GO:0006468,M1,1,0,GO Biological Processes,19,protein phosphorylation,19_GO:0009987 cellular process,-2.5351521563616086,2.8604673162425502,3.516387908512177,30238,341,310,10,3.225806451612903,1.0035016400617018,1436|2078|2321|3486|3791|5156|5583|10461|140609|150094,CSF1R|ERG|FLT1|IGFBP3|KDR|PDGFRA|PRKCH|MERTK|NEK7|SIK1,-1.047574157416095,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.451642475545149,GO:0004713,M1,1,0,GO Molecular Functions,21,protein tyrosine kinase activity,,-2.451642475545149,4.121490231712857,3.7945747507299505,30238,142,310,6,1.935483870967742,0.7824739288287934,1436|2321|3791|5156|10461|53834,CSF1R|FLT1|KDR|PDGFRA|MERTK|FGFRL1,-0.9848480825229275,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.3118477060522378,GO:0043010,M1,1,0,GO Biological Processes,19,camera-type eye development,19_GO:0032502 developmental process,-2.3118477060522378,2.657818405555067,3.252044333394388,30238,367,310,10,3.225806451612903,1.0035016400617018,639|2321|3791|4088|4124|5156|6662|10461|30812|57045,PRDM1|FLT1|KDR|SMAD3|MAN2A1|PDGFRA|SOX9|MERTK|SOX8|TWSG1,-0.875827544079001,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-2.0811203127384106,GO:0046777,M1,1,0,GO Biological Processes,19,protein autophosphorylation,19_GO:0009987 cellular process,-2.0811203127384106,4.030658491069048,3.399657614897692,30238,121,310,5,1.6129032258064515,0.7154715696541107,1436|2321|3791|5156|150094,CSF1R|FLT1|KDR|PDGFRA|SIK1,-0.7041037322135716,0,12,0,0,-8.77358267165902,41.8036866359447,
1,-8.044479031356722,GO:0071383,M1,1,0,GO Biological Processes,19,cellular response to steroid hormone stimulus,19_GO:0050896 response to stimulus,-8.044479031356722,8.128494623655914,9.08485753753878,30238,156,310,13,4.193548387096774,1.1384326954403576,678|1906|2235|2908|4734|4864|5243|5978|6338|6663|56937|85315|133522,ZFP36L2|EDN1|FECH|NR3C1|NEDD4|NPC1|ABCB1|REST|SCNN1B|SOX10|PMEPA1|PAQR8|PPARGC1B,-5.27140454470203,0,13,1,1,-8.044479031356722,10.450921658986175,
1,-6.6084586741394675,GO:0071396,M1,1,0,GO Biological Processes,19,cellular response to lipid,19_GO:0050896 response to stimulus,-6.6084586741394675,3.6310026745264996,6.574095408268804,30238,591,310,22,7.096774193548387,1.4583610060177081,678|1906|1910|2235|2908|4064|4734|4864|5166|5243|5244|5724|5978|6338|6662|6663|7099|7133|10859|56937|85315|133522,ZFP36L2|EDN1|EDNRB|FECH|NR3C1|CD180|NEDD4|NPC1|PDK4|ABCB1|ABCB4|PTAFR|REST|SCNN1B|SOX9|SOX10|TLR4|TNFRSF1B|LILRB1|PMEPA1|PAQR8|PPARGC1B,-4.153673188590261,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-6.59758512675367,GO:0048545,M1,1,0,GO Biological Processes,19,response to steroid hormone,19_GO:0050896 response to stimulus,-6.59758512675367,5.206864883480656,7.210641654203137,30238,281,310,15,4.838709677419355,1.2187485072276498,15|590|678|1906|2235|2908|4734|4864|5243|5978|6338|6663|56937|85315|133522,AANAT|BCHE|ZFP36L2|EDN1|FECH|NR3C1|NEDD4|NPC1|ABCB1|REST|SCNN1B|SOX10|PMEPA1|PAQR8|PPARGC1B,-4.148403518722462,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-5.287192991783591,GO:0071384,M1,1,0,GO Biological Processes,19,cellular response to corticosteroid stimulus,19_GO:0050896 response to stimulus,-5.287192991783591,10.34535679374389,7.735299869277732,30238,66,310,7,2.2580645161290325,0.8437772146223276,678|1906|2235|2908|5243|5978|6338,ZFP36L2|EDN1|FECH|NR3C1|ABCB1|REST|SCNN1B,-3.1072847832968784,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-5.179948089860723,GO:0032870,M1,1,0,GO Biological Processes,19,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-5.179948089860723,3.2976810928710822,5.595856596358202,30238,562,310,19,6.129032258064516,1.3623250871876456,183|678|760|1906|2235|2908|3416|3953|4734|4864|5166|5243|5978|6338|6663|56937|79602|85315|133522,AGT|ZFP36L2|CA2|EDN1|FECH|NR3C1|IDE|LEPR|NEDD4|NPC1|PDK4|ABCB1|REST|SCNN1B|SOX10|PMEPA1|ADIPOR2|PAQR8|PPARGC1B,-3.026192599975498,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-4.631854751021047,GO:0071385,M1,1,0,GO Biological Processes,19,cellular response to glucocorticoid stimulus,19_GO:0050896 response to stimulus,-4.631854751021047,10.450921658986175,7.204527751974234,30238,56,310,6,1.935483870967742,0.7824739288287934,678|1906|2235|2908|5243|5978,ZFP36L2|EDN1|FECH|NR3C1|ABCB1|REST,-2.606548885756277,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-4.492712594634302,GO:0031960,M1,1,0,GO Biological Processes,19,response to corticosteroid,19_GO:0050896 response to stimulus,-4.492712594634302,5.7005027230833685,5.9517986192372545,30238,154,310,9,2.903225806451613,0.9535906008716175,15|590|678|1906|2235|2908|5243|5978|6338,AANAT|BCHE|ZFP36L2|EDN1|FECH|NR3C1|ABCB1|REST|SCNN1B,-2.505544823060015,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-4.1420958095448,GO:0051384,M1,1,0,GO Biological Processes,19,response to glucocorticoid,19_GO:0050896 response to stimulus,-4.1420958095448,5.867184089255397,5.7252654404143755,30238,133,310,8,2.5806451612903225,0.9005460470406026,15|590|678|1906|2235|2908|5243|5978,AANAT|BCHE|ZFP36L2|EDN1|FECH|NR3C1|ABCB1|REST,-2.2385701616435005,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-2.972715823802375,GO:0071548,M1,1,0,GO Biological Processes,19,response to dexamethasone,19_GO:0050896 response to stimulus,-2.972715823802375,8.867448680351906,5.315098053515541,30238,44,310,4,1.2903225806451613,0.6409854452134326,1906|2235|2908|5243,EDN1|FECH|NR3C1|ABCB1,-1.3709330448603256,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-2.7900784550356588,GO:0009410,M1,1,0,GO Biological Processes,19,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.7900784550356588,2.7476601544752386,3.6972394406729805,30238,426,310,12,3.870967741935484,1.0956105720533087,590|873|1906|2235|3071|4864|5243|6338|6506|6663|7037|11309,BCHE|CBR1|EDN1|FECH|NCKAP1L|NPC1|ABCB1|SCNN1B|SLC1A2|SOX10|TFRC|SLCO2B1,-1.238624030950879,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-2.55707973339667,GO:1901654,M1,1,0,GO Biological Processes,19,response to ketone,19_GO:0050896 response to stimulus,-2.55707973339667,3.3780756877531073,3.6925953887732748,30238,231,310,8,2.5806451612903225,0.9005460470406026,15|1906|2235|2908|5243|5244|6338|6663,AANAT|EDN1|FECH|NR3C1|ABCB1|ABCB4|SCNN1B|SOX10,-1.0609691766499427,0,13,0,0,-8.044479031356722,10.450921658986175,
1,-2.4947620146829297,GO:0071549,M1,1,0,GO Biological Processes,19,cellular response to dexamethasone stimulus,19_GO:0050896 response to stimulus,-2.4947620146829297,10.090545050055617,4.984620474519642,30238,29,310,3,0.967741935483871,0.5560159811311212,2235|2908|5243,FECH|NR3C1|ABCB1,-1.0209532918202933,0,13,0,0,-8.044479031356722,10.450921658986175,
